timestamp,mode,run_tag,lambda_recon,lambda_phys,epochs,n_test,collision_before_mean,collision_after_mean,clean_frames_before_pct,clean_frames_after_pct,max_pen_before_cm,max_pen_after_cm,mean_pen_before_cm,mean_pen_after_cm,depth_removal_pct,mpjpe_cm_mean,mpjpe_cm_std,mae_deg_mean,mae_deg_std,intent_mae_deg,jitter_before_mean,jitter_after_mean,bonelen_after_cm_mean,max_pen4_before_cm,max_pen4_after_cm,clean_frames4_before_pct,clean_frames4_after_pct,depth_removal4_pct,pck_1cm,pck_2cm,pck_5cm,pck_frame_1cm,pck_frame_2cm,pck_frame_5cm,intent_dyn_cm,infer_ms_window_mean,infer_ms_window_p95,infer_ms_per_frame,infer_device,coks_radii,coks_uniform,collateral_pos_cm,coks_scale_m,pck_10cm,pck_frame_10cm,coks_coco,coks_coco_raw,radii_mode,radii_kappa,proj_mode,proj_k,proj_omega,proj_margin_cm,proj_pairs,proj_ms_window_mean,proj_ms_per_frame,proj_frames_pct,proj_residual_max_cm,proj_move_cm,lp_mode,lp_window,lp_beta,lp_ms_per_frame,jitter_p95_after
2026-08-21 22:33:19,legacy80,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.4,100,306,0.065638,0.002604,75.56,91.3,8.9,4.63,2.98,1.03,87.7,4.7,1.76,5.25,0.97,3.57,0.4466,1.1452,0.0,8.87,0.13,83.15,99.98,100.0,,,,,,,0.9853,3.525,3.801,0.1175,cuda,0.6627,0.7105,3.213,0.4756,,,0.8414,0.6639,anatomical,0.575,infer,8,1.8,0.2,trained4,9.581,0.3194,2.72,0.125,0.1321,,,,,
2026-08-21 22:33:50,transient,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.4,100,306,0.037644,0.000951,87.07,97.84,9.15,4.77,3.13,1.41,92.5,4.34,0.76,3.46,0.77,3.01,0.5525,1.1268,0.0,8.83,0.04,89.34,99.99,100.0,32.04,46.29,68.29,0.0,0.0,0.0,0.9211,3.58,3.871,0.1193,cuda,0.6339,0.6764,3.709,0.4756,86.27,3.68,0.8076,0.6293,anatomical,0.575,infer,8,1.8,0.2,trained4,7.684,0.2561,1.82,0.036,0.0665,,,,,
2026-08-21 22:34:24,persistent,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.4,100,306,0.197823,0.000302,23.78,99.22,9.09,3.25,3.23,1.34,99.6,4.15,0.97,3.81,1.01,2.95,0.5042,1.1041,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.9143,3.558,3.824,0.1186,cuda,0.6427,0.692,3.499,0.4756,,,0.8222,0.6451,anatomical,0.575,infer,8,1.8,0.2,trained4,5.067,0.1689,0.12,0.0,0.0725,,,,,
2026-08-23 21:52:55,clean,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,3.1e-05,1e-06,99.73,99.98,1.75,0.97,0.88,0.78,92.9,3.72,0.55,3.22,0.73,,0.4536,1.0923,0.0,2.02,0.0,99.77,100.0,100.0,35.08,48.36,70.49,0.0,0.0,0.0,0.914,5.497,13.859,0.1832,cuda,0.6065,0.659,3.722,0.4756,90.39,13.32,0.8116,0.625,anatomical,0.575,infer,8,1.8,0.2,trained4,5.628,0.1876,0.04,0.0,0.0602,,,,,
2026-08-23 21:53:28,legacy80,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,0.065638,0.007761,75.56,91.67,8.9,4.34,2.98,1.98,77.4,4.85,1.28,5.26,0.91,3.64,0.4466,1.1449,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.9862,6.038,17.053,0.2013,cuda,0.632,0.6824,3.37,0.4756,,,0.8284,0.6309,anatomical,0.575,infer,8,1.8,0.2,trained4,8.091,0.2697,1.46,0.0,0.0805,,,,,
2026-08-23 21:54:02,transient,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,0.037644,0.000747,87.07,98.16,9.15,6.39,3.13,1.35,93.9,3.99,0.71,3.51,0.75,3.07,0.5525,1.1486,0.0,8.83,1.62,89.34,99.98,99.9,34.87,48.33,69.98,0.0,0.0,0.01,0.9483,5.639,17.358,0.188,cuda,0.6473,0.6932,3.377,0.4756,89.17,11.53,0.8304,0.6539,anatomical,0.575,infer,8,1.8,0.2,trained4,8.601,0.2867,1.79,1.62,0.0701,,,,,
2026-08-23 21:54:39,persistent,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,0.197823,0.000345,23.78,98.65,9.09,2.98,3.23,1.18,99.4,3.91,0.94,3.88,0.99,3.1,0.5042,1.1341,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.9497,6.018,17.729,0.2006,cuda,0.6512,0.7038,3.27,0.4756,,,0.8375,0.6623,anatomical,0.575,infer,8,1.8,0.2,trained4,5.85,0.195,0.4,0.0,0.1392,,,,,
2026-08-23 21:55:11,clean,tfm_declip_cov_l10.1_anat,1.0,0.3,100,306,3.1e-05,0.001295,99.73,98.32,1.75,6.83,0.88,2.25,-1478.3,3.47,0.98,2.29,0.86,,0.4536,1.2831,0.0,2.02,0.0,99.77,100.0,100.0,42.12,56.13,76.09,0.0,0.0,0.0,1.0733,5.723,15.608,0.1908,cuda,0.6561,0.7143,3.469,0.4756,92.16,25.2,0.8476,0.6862,anatomical,0.575,infer,8,1.8,0.2,trained4,7.118,0.2373,0.82,0.0,0.038,,,,,
2026-08-23 21:55:44,legacy80,tfm_declip_cov_l10.1_anat,1.0,0.3,100,306,0.065638,0.001388,75.56,97.63,8.9,6.19,2.98,1.72,94.4,4.68,1.42,4.3,1.13,2.71,0.4466,1.3403,0.0,8.87,0.01,83.15,99.99,100.0,,,,,,,1.171,6.01,17.155,0.2003,cuda,0.6931,0.7406,3.306,0.4756,,,0.8572,0.6954,anatomical,0.575,infer,8,1.8,0.2,trained4,11.109,0.3703,2.61,0.013,0.1223,,,,,
2026-08-23 21:56:19,transient,tfm_declip_cov_l10.1_anat,1.0,0.3,100,306,0.037644,0.002509,87.07,96.09,9.15,6.51,3.13,1.74,83.2,3.84,1.16,2.65,0.9,2.15,0.5525,1.353,0.0,8.83,0.12,89.34,99.99,100.0,41.77,55.6,74.76,0.0,0.0,0.0,1.1162,6.195,18.933,0.2065,cuda,0.6903,0.7409,3.199,0.4756,90.52,20.99,0.8609,0.7097,anatomical,0.575,infer,8,1.8,0.2,trained4,10.362,0.3454,3.14,0.123,0.0774,,,,,
2026-08-23 21:56:57,persistent,tfm_declip_cov_l10.1_anat,1.0,0.3,100,306,0.197823,0.001384,23.78,97.35,9.09,6.83,3.23,1.69,98.2,3.95,1.14,3.1,1.19,2.21,0.5042,1.3031,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,1.0878,6.429,19.382,0.2143,cuda,0.6961,0.7497,3.163,0.4756,,,0.8652,0.7173,anatomical,0.575,infer,8,1.8,0.2,trained4,7.406,0.2469,1.21,0.0,0.0572,,,,,
2026-08-23 21:57:29,clean,tfm_declip_cov_l10.1_anat,1.0,0.4,100,306,3.1e-05,0.000205,99.73,99.59,1.75,4.66,0.88,1.79,-210.2,3.85,1.2,2.56,0.89,,0.4536,1.3082,0.0,2.02,0.0,99.77,100.0,100.0,40.45,54.81,73.51,0.0,0.0,0.0,1.0968,6.001,18.246,0.2,cuda,0.6409,0.6934,3.846,0.4756,90.1,11.35,0.8297,0.6646,anatomical,0.575,infer,8,1.8,0.2,trained4,5.619,0.1873,0.15,0.0,0.0674,,,,,
2026-08-23 21:58:01,legacy80,tfm_declip_cov_l10.1_anat,1.0,0.4,100,306,0.065638,0.000626,75.56,98.25,8.9,5.15,2.98,1.16,97.2,5.51,1.39,4.92,1.11,3.38,0.4466,1.4913,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,1.3292,6.028,19.642,0.2009,cuda,0.6444,0.6764,4.313,0.4756,,,0.8158,0.6395,anatomical,0.575,infer,8,1.8,0.2,trained4,8.982,0.2994,1.7,0.0,0.1014,,,,,
2026-08-23 21:58:36,transient,tfm_declip_cov_l10.1_anat,1.0,0.4,100,306,0.037644,0.002058,87.07,96.78,9.15,5.66,3.13,1.61,87.2,4.21,1.36,2.91,0.94,2.4,0.5525,1.3907,0.0,8.83,0.0,89.34,100.0,100.0,40.08,54.19,72.26,0.0,0.0,0.0,1.1531,6.248,21.349,0.2083,cuda,0.6746,0.7198,3.56,0.4756,88.55,10.45,0.8432,0.6873,anatomical,0.575,infer,8,1.8,0.2,trained4,9.692,0.3231,3.44,0.0,0.1218,,,,,
2026-08-23 21:59:13,persistent,tfm_declip_cov_l10.1_anat,1.0,0.4,100,306,0.197823,0.000792,23.78,97.25,9.09,4.66,3.23,1.1,98.8,4.31,1.36,3.37,1.21,2.49,0.5042,1.3714,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,1.1575,6.671,20.731,0.2224,cuda,0.6736,0.7201,3.652,0.4756,,,0.8422,0.6876,anatomical,0.575,infer,8,1.8,0.2,trained4,6.351,0.2117,0.95,0.0,0.1231,,,,,
2026-08-23 21:59:45,clean,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,3.1e-05,9e-06,99.73,99.95,1.75,1.73,0.88,0.99,77.3,3.32,0.76,2.45,0.66,,0.4536,1.0113,0.0,2.02,0.0,99.77,100.0,100.0,38.9,55.09,76.22,0.0,0.0,0.17,0.8004,5.651,17.731,0.1884,cuda,0.6523,0.7108,3.325,0.4756,90.07,20.49,0.8373,0.6759,anatomical,0.575,infer,8,1.8,0.2,trained4,5.733,0.1911,0.07,0.0,0.0175,,,,,
2026-08-23 22:00:25,legacy80,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.065638,0.000801,75.56,94.87,8.9,4.11,2.98,0.67,95.3,4.12,1.45,4.51,1.02,2.84,0.4466,1.1459,0.0,8.87,0.0,83.15,99.99,100.0,,,,,,,0.9788,6.679,19.092,0.2226,cuda,0.7186,0.7744,2.57,0.4756,,,0.8877,0.7425,anatomical,0.575,infer,8,1.8,0.2,trained4,12.277,0.4092,1.99,0.004,0.1042,,,,,
2026-08-23 22:01:06,transient,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.037644,0.001172,87.07,97.93,9.15,5.45,3.13,1.58,91.9,3.68,0.9,2.8,0.69,2.3,0.5525,1.0826,0.0,8.83,0.0,89.34,100.0,100.0,38.75,54.89,75.22,0.0,0.0,0.24,0.8366,6.821,17.783,0.2274,cuda,0.6932,0.7451,2.964,0.4756,88.73,15.97,0.8568,0.7063,anatomical,0.575,infer,8,1.8,0.2,trained4,11.762,0.3921,2.43,0.0,0.0741,,,,,
2026-08-23 22:01:51,persistent,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.197823,0.000882,23.78,97.92,9.09,4.21,3.23,1.56,98.7,3.69,1.23,3.24,1.0,2.37,0.5042,1.063,0.0,8.92,0.11,23.65,99.99,100.0,,,,,,,0.8434,9.885,24.586,0.3295,cuda,0.7006,0.759,2.799,0.4756,,,0.8683,0.7202,anatomical,0.575,infer,8,1.8,0.2,trained4,7.614,0.2538,1.88,0.106,0.3033,,,,,
2026-08-23 22:04:22,clean,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,3.1e-05,4.9e-05,99.73,99.97,1.75,4.04,0.88,3.18,56.5,3.65,0.59,2.95,0.76,,0.4536,1.1307,0.0,2.02,4.04,99.77,99.97,62.0,31.34,46.61,71.52,0.0,0.0,0.0,0.9512,3.951,10.073,0.1317,cuda,0.6076,0.6635,3.649,0.4756,91.16,16.05,0.8145,0.6216,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:04:58,legacy80,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.065638,0.013158,75.56,96.09,8.9,8.94,2.98,2.7,85.5,4.57,1.36,5.07,1.0,3.44,0.4466,1.3527,0.0,8.87,8.87,83.15,97.79,84.7,,,,,,,1.2165,5.917,12.876,0.1972,cuda,0.6511,0.7026,3.182,0.4756,,,0.8477,0.6605,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:05:37,transient,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.037644,0.00566,87.07,96.78,9.15,8.67,3.13,2.56,79.6,3.94,0.76,3.26,0.78,2.81,0.5525,1.1857,0.0,8.83,8.74,89.34,97.95,85.1,31.44,46.71,70.9,0.0,0.0,0.0,0.978,5.148,11.283,0.1716,cuda,0.6489,0.6981,3.3,0.4756,89.91,14.27,0.8331,0.6508,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:06:20,persistent,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.197823,0.002419,23.78,98.64,9.09,6.67,3.23,2.3,98.7,3.87,0.97,3.65,1.03,2.81,0.5042,1.2146,0.0,8.92,4.73,23.65,99.41,99.3,,,,,,,1.0293,5.253,15.956,0.1751,cuda,0.652,0.7066,3.213,0.4756,,,0.8401,0.6602,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:06:57,clean,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,3.1e-05,4.2e-05,99.73,99.98,1.75,3.91,0.88,3.18,71.0,3.42,0.5,2.88,0.72,,0.4536,1.0982,0.0,2.02,0.89,99.77,99.99,96.2,32.24,48.71,73.55,0.0,0.0,0.01,0.9157,5.242,15.486,0.1747,cuda,0.6203,0.6806,3.42,0.4756,92.69,29.66,0.8308,0.6396,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:07:34,legacy80,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.065638,0.01126,75.56,95.57,8.9,8.61,2.98,2.22,86.5,4.42,1.31,5.12,0.88,3.43,0.4466,1.2879,0.0,8.87,8.91,83.15,97.81,85.9,,,,,,,1.1358,4.886,12.036,0.1629,cuda,0.6812,0.7356,2.878,0.4756,,,0.865,0.6921,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:08:11,transient,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.037644,0.006689,87.07,96.38,9.15,8.47,3.13,2.55,77.2,3.73,0.67,3.19,0.74,2.75,0.5525,1.1509,0.0,8.83,8.86,89.34,97.68,82.9,32.12,48.64,72.66,0.0,0.0,0.04,0.9408,3.411,6.265,0.1137,cuda,0.6595,0.7121,3.12,0.4756,91.12,23.21,0.8466,0.6657,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:08:53,persistent,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.197823,0.002298,23.78,98.28,9.09,6.09,3.23,2.0,98.6,3.64,0.9,3.59,0.98,2.79,0.5042,1.1582,0.0,8.92,4.97,23.65,99.41,99.4,,,,,,,0.9678,9.604,24.759,0.3201,cuda,0.6656,0.7224,3.032,0.4756,,,0.8531,0.6763,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:09:57,clean,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,3.1e-05,6.6e-05,99.73,99.96,1.75,4.43,0.88,3.47,36.8,3.72,0.55,3.22,0.73,,0.4536,1.0921,0.0,2.02,4.43,99.77,99.96,56.9,35.08,48.35,70.49,0.0,0.0,0.0,0.9137,4.929,12.928,0.1643,cuda,0.6065,0.659,3.722,0.4756,90.39,13.32,0.8116,0.625,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:10:33,legacy80,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,0.065638,0.012278,75.56,90.99,8.9,8.0,2.98,2.22,72.6,4.85,1.28,5.26,0.9,3.63,0.4466,1.14,0.0,8.87,8.25,83.15,98.54,93.0,,,,,,,0.9813,5.525,11.945,0.1842,cuda,0.632,0.6825,3.369,0.4756,,,0.8285,0.6311,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:11:12,transient,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,0.037644,0.004503,87.07,97.23,9.15,8.29,3.13,2.41,83.5,3.99,0.71,3.51,0.75,3.07,0.5525,1.1396,0.0,8.83,8.69,89.34,98.21,86.5,34.89,48.37,69.99,0.0,0.0,0.01,0.9382,5.77,15.054,0.1923,cuda,0.6474,0.6934,3.374,0.4756,89.17,11.51,0.8306,0.6541,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-23 22:11:53,persistent,tfm_declip_cov_MSEOnly_1.1_anat,1.0,0.3,100,306,0.197823,0.001309,23.78,98.46,9.09,6.82,3.23,1.71,98.9,3.91,0.94,3.88,0.99,3.1,0.5042,1.1305,0.0,8.92,5.05,23.65,99.6,99.6,,,,,,,0.9458,9.197,21.761,0.3066,cuda,0.6512,0.7039,3.269,0.4756,,,0.8375,0.6623,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:01:00,clean,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,3.1e-05,1e-06,99.73,99.98,1.75,0.7,0.88,0.69,93.7,3.73,0.53,3.19,0.83,,0.4536,1.1898,0.0,2.02,0.0,99.77,100.0,100.0,34.25,47.85,71.88,0.0,0.0,0.0,1.0186,3.151,3.83,0.105,cuda,0.6127,0.6654,3.73,0.4756,89.36,6.39,0.8114,0.6273,anatomical,0.575,infer,8,1.8,0.2,trained4,5.322,0.1774,0.03,0.0,0.0369,,,,,
2026-08-24 13:01:30,legacy80,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,0.065638,0.000804,75.56,97.42,8.9,4.39,2.98,0.99,96.5,4.3,1.42,5.09,1.02,3.46,0.4466,1.2474,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,1.0967,3.512,3.804,0.1171,cuda,0.6761,0.7293,2.917,0.4756,,,0.8661,0.6936,anatomical,0.575,infer,8,1.8,0.2,trained4,7.801,0.26,1.88,0.0,0.1174,,,,,
2026-08-24 13:02:00,transient,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,0.037644,0.000793,87.07,98.13,9.15,4.16,3.13,1.36,93.7,4.0,0.72,3.49,0.85,3.05,0.5525,1.2515,0.0,8.83,0.0,89.34,100.0,100.0,34.08,47.75,71.2,0.0,0.0,0.0,1.0595,3.508,3.796,0.1169,cuda,0.6515,0.6968,3.413,0.4756,88.27,5.96,0.8279,0.6536,anatomical,0.575,infer,8,1.8,0.2,trained4,7.585,0.2528,1.88,0.0,0.072,,,,,
2026-08-24 13:02:34,persistent,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,0.197823,0.000127,23.78,98.94,9.09,2.34,3.23,0.68,99.7,3.81,0.92,3.82,1.06,3.02,0.5042,1.2298,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,1.0528,3.536,3.817,0.1179,cuda,0.659,0.7114,3.221,0.4756,,,0.8404,0.6679,anatomical,0.575,infer,8,1.8,0.2,trained4,5.233,0.1744,0.33,0.0,0.1646,,,,,
2026-08-24 13:21:50,clean,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,3.1e-05,0.000243,99.73,99.4,1.75,4.96,0.88,1.52,-281.7,4.74,1.28,3.74,1.07,,0.4536,1.51,0.0,2.02,0.0,99.77,100.0,100.0,32.18,44.96,64.91,0.0,0.0,0.0,1.3537,3.047,3.555,0.1016,cuda,0.57,0.6137,4.741,0.4756,84.02,3.66,0.7592,0.5746,anatomical,0.575,infer,8,1.8,0.2,trained4,5.144,0.1715,0.05,0.0,0.0053,,,,,
2026-08-24 13:22:19,legacy80,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,0.065638,0.001504,75.56,96.64,8.9,6.98,2.98,1.38,93.7,5.69,1.45,5.63,1.08,4.07,0.4466,1.6008,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,1.4659,3.495,3.789,0.1165,cuda,0.6159,0.6473,4.478,0.4756,,,0.7777,0.6015,anatomical,0.575,infer,8,1.8,0.2,trained4,7.825,0.2608,1.72,0.0,0.0802,,,,,
2026-08-24 13:22:49,transient,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,0.037644,0.000884,87.07,98.14,9.15,5.24,3.13,1.51,93.1,4.98,1.41,4.0,1.09,3.54,0.5525,1.5688,0.0,8.83,0.0,89.34,100.0,100.0,32.05,44.98,64.58,0.0,0.0,0.0,1.3958,3.5,3.788,0.1167,cuda,0.6111,0.6482,4.364,0.4756,83.18,3.57,0.7789,0.6032,anatomical,0.575,infer,8,1.8,0.2,trained4,6.201,0.2067,1.31,0.0,0.0784,,,,,
2026-08-24 13:23:22,persistent,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,0.197823,0.000602,23.78,98.46,9.09,4.96,3.23,1.32,99.2,4.96,1.37,4.37,1.26,3.51,0.5042,1.5639,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,1.4024,3.536,3.82,0.1179,cuda,0.6067,0.646,4.456,0.4756,,,0.776,0.6002,anatomical,0.575,infer,8,1.8,0.2,trained4,5.304,0.1768,0.33,0.0,0.0619,,,,,
2026-08-24 13:23:50,clean,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,3.1e-05,0.000284,99.73,99.4,1.75,4.96,0.88,1.6,-301.5,4.74,1.28,3.74,1.07,,0.4536,1.51,0.0,2.02,1.07,99.77,99.95,90.6,32.18,44.96,64.91,0.0,0.0,0.0,1.3536,2.964,3.544,0.0988,cuda,0.57,0.6137,4.741,0.4756,84.02,3.66,0.7592,0.5746,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:24:16,legacy80,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,0.065638,0.008146,75.56,95.77,8.9,8.67,2.98,2.23,87.1,5.7,1.45,5.63,1.08,4.06,0.4466,1.5916,0.0,8.87,8.85,83.15,98.28,90.4,,,,,,,1.457,3.525,3.815,0.1175,cuda,0.6159,0.6473,4.477,0.4756,,,0.7777,0.6016,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:24:44,transient,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,0.037644,0.003369,87.07,97.41,9.15,7.8,3.13,2.29,85.4,4.98,1.41,4.0,1.09,3.54,0.5525,1.5621,0.0,8.83,8.16,89.34,98.69,90.1,32.05,45.0,64.58,0.0,0.0,0.0,1.3886,3.507,3.8,0.1169,cuda,0.6111,0.6483,4.363,0.4756,83.16,3.56,0.7789,0.6033,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:25:15,persistent,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.4,100,306,0.197823,0.001186,23.78,98.43,9.09,5.35,3.23,1.76,98.9,4.96,1.37,4.37,1.26,3.51,0.5042,1.5635,0.0,8.92,3.18,23.65,99.67,99.8,,,,,,,1.402,3.532,3.822,0.1177,cuda,0.6067,0.646,4.455,0.4756,,,0.776,0.6002,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:25:43,clean,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,3.1e-05,6.1e-05,99.73,99.97,1.75,4.27,0.88,3.51,52.1,3.73,0.53,3.19,0.83,,0.4536,1.1895,0.0,2.02,4.27,99.77,99.97,71.1,34.25,47.85,71.88,0.0,0.0,0.0,1.0183,2.975,3.566,0.0992,cuda,0.6127,0.6654,3.73,0.4756,89.36,6.41,0.8114,0.6273,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:26:10,legacy80,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,0.065638,0.010023,75.56,96.3,8.9,8.51,2.98,2.44,87.6,4.31,1.42,5.09,1.02,3.45,0.4466,1.2367,0.0,8.87,8.8,83.15,98.12,87.2,,,,,,,1.086,3.504,3.795,0.1168,cuda,0.6763,0.7296,2.914,0.4756,,,0.8663,0.694,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:26:38,transient,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,0.037644,0.005083,87.07,97.15,9.15,8.06,3.13,2.48,82.5,4.0,0.72,3.48,0.85,3.05,0.5525,1.2397,0.0,8.83,8.46,89.34,98.12,86.0,34.13,47.78,71.21,0.0,0.0,0.0,1.0468,3.501,3.766,0.1167,cuda,0.6516,0.6969,3.411,0.4756,88.25,5.95,0.8281,0.6538,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-24 13:27:09,persistent,tfm_declip_cov_MSEOnly_1.05_anat,1.0,0.3,100,306,0.197823,0.000993,23.78,98.91,9.09,4.82,3.23,1.45,99.4,3.81,0.92,3.82,1.06,3.02,0.5042,1.2284,0.0,8.92,4.47,23.65,99.67,99.6,,,,,,,1.0512,3.531,3.816,0.1177,cuda,0.659,0.7115,3.22,0.4756,,,0.8404,0.6679,anatomical,0.575,off,,,,,,,,,,,,,,
2026-08-26 19:06:29,clean,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,3.1e-05,1e-06,99.73,99.98,1.75,1.16,0.88,0.59,94.6,3.35,0.73,2.85,0.96,,0.4536,0.4304,0.0,2.02,0.0,99.77,100.0,100.0,39.5,55.17,75.68,0.0,0.0,0.03,0.2998,8.431,20.732,0.281,cuda,0.6499,0.7078,3.354,0.4756,89.89,18.97,0.835,0.6741,anatomical,0.575,infer,8,1.8,0.2,trained4,6.309,0.2103,0.04,0.0,0.0268,ma_zerophase,5,,0.0117,4.6397
2026-08-26 19:07:07,legacy80,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.065638,0.000836,75.56,94.88,8.9,4.04,2.98,0.65,95.4,4.11,1.45,4.81,1.18,3.16,0.4466,0.4501,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.35,6.836,19.374,0.2279,cuda,0.7197,0.7748,2.568,0.4756,,,0.8877,0.7439,anatomical,0.575,infer,8,1.8,0.2,trained4,11.213,0.3738,2.07,0.0,0.1084,ma_zerophase,5,,0.0111,4.5223
2026-08-26 19:07:44,transient,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.037644,0.000867,87.07,97.98,9.15,4.78,3.13,1.39,93.1,3.7,0.87,3.18,1.01,2.7,0.5525,0.4828,0.0,8.83,0.43,89.34,99.99,100.0,39.26,54.8,74.66,0.0,0.0,0.14,0.4029,4.76,6.354,0.1587,cuda,0.6899,0.7413,3.0,0.4756,88.58,14.84,0.8545,0.7041,anatomical,0.575,infer,8,1.8,0.2,trained4,9.886,0.3295,2.08,0.432,0.082,ma_zerophase,5,,0.0103,5.0721
2026-08-26 19:08:24,persistent,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.197823,0.000748,23.78,98.15,9.09,3.86,3.23,1.54,98.8,3.73,1.22,3.61,1.21,2.66,0.5042,0.4429,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.3687,4.671,6.288,0.1557,cuda,0.6956,0.7537,2.848,0.4756,,,0.8653,0.7164,anatomical,0.575,infer,8,1.8,0.2,trained4,6.831,0.2277,1.86,0.0,0.2903,ma_zerophase,5,,0.0105,4.756
2026-08-26 19:08:59,clean,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,3.1e-05,0.0,99.73,100.0,1.75,0.0,0.88,0.0,100.0,3.66,0.61,3.3,1.06,,0.4536,0.4409,0.0,2.02,0.0,99.77,100.0,100.0,31.72,47.2,71.45,0.0,0.0,0.0,0.3272,3.831,6.047,0.1277,cuda,0.6085,0.664,3.661,0.4756,90.94,14.69,0.8137,0.6232,anatomical,0.575,infer,8,1.8,0.2,trained4,5.892,0.1964,0.01,0.0,0.0097,ma_zerophase,5,,0.01,4.5197
