timestamp,mode,run_tag,lambda_recon,lambda_phys,epochs,n_test,collision_before_mean,collision_after_mean,clean_frames_before_pct,clean_frames_after_pct,max_pen_before_cm,max_pen_after_cm,mean_pen_before_cm,mean_pen_after_cm,depth_removal_pct,mpjpe_cm_mean,mpjpe_cm_std,mae_deg_mean,mae_deg_std,intent_mae_deg,jitter_before_mean,jitter_after_mean,bonelen_after_cm_mean,max_pen4_before_cm,max_pen4_after_cm,clean_frames4_before_pct,clean_frames4_after_pct,depth_removal4_pct,pck_1cm,pck_2cm,pck_5cm,pck_frame_1cm,pck_frame_2cm,pck_frame_5cm,intent_dyn_cm,infer_ms_window_mean,infer_ms_window_p95,infer_ms_per_frame,infer_device,coks_radii,coks_uniform,collateral_pos_cm,coks_scale_m,pck_10cm,pck_frame_10cm,coks_coco,coks_coco_raw,radii_mode,radii_kappa,proj_mode,proj_k,proj_omega,proj_margin_cm,proj_pairs,proj_ms_window_mean,proj_ms_per_frame,proj_frames_pct,proj_residual_max_cm,proj_move_cm,lp_mode,lp_window,lp_beta,lp_ms_per_frame,jitter_p95_after
2026-08-26 19:09:34,legacy80,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.065638,0.000957,75.56,97.54,8.9,4.5,2.98,1.16,96.1,4.53,1.38,5.33,1.2,3.71,0.4466,0.4777,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.3929,4.666,6.22,0.1555,cuda,0.6571,0.7093,3.133,0.4756,,,0.8506,0.6676,anatomical,0.575,infer,8,1.8,0.2,trained4,9.819,0.3273,2.23,0.0,0.1441,ma_zerophase,5,,0.0101,4.8349
2026-08-26 19:10:10,transient,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.037644,0.000813,87.07,98.19,9.15,4.95,3.13,1.41,93.7,3.93,0.78,3.59,1.11,3.16,0.5525,0.4886,0.0,8.83,0.0,89.34,100.0,100.0,31.71,47.09,70.74,0.0,0.0,0.02,0.4283,4.457,6.084,0.1486,cuda,0.6488,0.6978,3.318,0.4756,89.77,13.64,0.8322,0.6516,anatomical,0.575,infer,8,1.8,0.2,trained4,8.613,0.2871,1.83,0.0,0.0683,ma_zerophase,5,,0.01,4.8799
2026-08-26 19:10:49,persistent,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.197823,0.000257,23.78,98.82,9.09,2.9,3.23,1.12,99.5,3.87,0.99,3.97,1.26,3.06,0.5042,0.4576,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.3978,4.521,6.092,0.1507,cuda,0.6534,0.7079,3.216,0.4756,,,0.8399,0.6625,anatomical,0.575,infer,8,1.8,0.2,trained4,6.326,0.2109,0.64,0.0,0.1694,ma_zerophase,5,,0.0103,4.8492
2026-08-26 19:11:24,clean,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,3.1e-05,0.0,99.73,99.99,1.75,0.31,0.88,0.31,98.6,3.46,0.52,3.23,1.04,,0.4536,0.4381,0.0,2.02,0.0,99.77,100.0,100.0,32.62,49.23,73.09,0.0,0.0,0.01,0.324,3.939,6.163,0.1313,cuda,0.6196,0.6786,3.457,0.4756,92.35,28.49,0.8282,0.6389,anatomical,0.575,infer,8,1.8,0.2,trained4,5.769,0.1923,0.0,0.0,0.0,ma_zerophase,5,,0.0099,4.4062
2026-08-26 19:11:58,legacy80,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.065638,0.000767,75.56,96.99,8.9,3.97,2.98,0.85,96.5,4.4,1.32,5.35,1.05,3.67,0.4466,0.4771,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.3762,4.656,6.243,0.1552,cuda,0.684,0.7389,2.856,0.4756,,,0.8661,0.6954,anatomical,0.575,infer,8,1.8,0.2,trained4,10.302,0.3434,2.18,0.0,0.1269,ma_zerophase,5,,0.0099,4.7077
2026-08-26 19:12:34,transient,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.037644,0.001049,87.07,97.84,9.15,5.12,3.13,1.41,92.5,3.74,0.69,3.52,1.08,3.11,0.5525,0.4854,0.0,8.83,0.0,89.34,100.0,100.0,32.44,49.06,72.28,0.0,0.0,0.04,0.4245,4.662,6.18,0.1554,cuda,0.6585,0.71,3.156,0.4756,90.88,23.29,0.8443,0.6648,anatomical,0.575,infer,8,1.8,0.2,trained4,8.436,0.2812,1.8,0.0,0.0796,ma_zerophase,5,,0.0098,4.7301
2026-08-26 19:13:13,persistent,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.197823,0.000363,23.78,98.17,9.09,3.71,3.23,1.05,99.2,3.67,0.91,3.92,1.22,3.04,0.5042,0.4543,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.3908,4.573,6.19,0.1524,cuda,0.6643,0.7202,3.069,0.4756,,,0.8505,0.6752,anatomical,0.575,infer,8,1.8,0.2,trained4,6.385,0.2128,0.89,0.0,0.1556,ma_zerophase,5,,0.0102,4.6033
2026-08-31 14:45:51,clean,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,3.1e-05,1e-06,99.73,99.98,1.75,1.16,0.88,0.59,94.6,3.35,0.73,2.85,0.96,,0.4536,0.4304,0.0,2.02,0.0,99.77,100.0,100.0,39.5,55.17,75.68,0.0,0.0,0.03,0.2998,3.306,4.443,0.1102,cuda,0.6499,0.7078,3.354,0.4756,89.89,18.97,0.835,0.6741,anatomical,0.575,infer,24,1.8,0.2,trained4,5.118,0.1706,0.04,0.0,0.0268,ma_zerophase,5,,0.009,4.6397
2026-08-31 14:46:21,legacy80,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.065638,0.000836,75.56,94.88,8.9,4.04,2.98,0.65,95.4,4.11,1.45,4.81,1.18,3.16,0.4466,0.4501,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.35,3.954,5.353,0.1318,cuda,0.7197,0.7748,2.568,0.4756,,,0.8877,0.7439,anatomical,0.575,infer,24,1.8,0.2,trained4,9.191,0.3064,2.07,0.0,0.1084,ma_zerophase,5,,0.0095,4.5223
2026-08-31 14:46:53,transient,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.037644,0.000862,87.07,97.98,9.15,4.78,3.13,1.38,93.1,3.7,0.87,3.18,1.01,2.7,0.5525,0.4828,0.0,8.83,0.0,89.34,100.0,100.0,39.26,54.8,74.66,0.0,0.0,0.14,0.403,3.954,5.875,0.1318,cuda,0.6899,0.7413,3.0,0.4756,88.58,14.84,0.8545,0.7041,anatomical,0.575,infer,24,1.8,0.2,trained4,8.462,0.2821,2.08,0.0,0.0821,ma_zerophase,5,,0.009,5.0721
2026-08-31 14:47:27,persistent,tfm_declip_cov_l10.1_anat,1.0,0.5,100,306,0.197823,0.000748,23.78,98.15,9.09,3.86,3.23,1.54,98.8,3.73,1.22,3.61,1.21,2.66,0.5042,0.4429,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.3687,4.056,6.043,0.1352,cuda,0.6956,0.7537,2.848,0.4756,,,0.8653,0.7164,anatomical,0.575,infer,24,1.8,0.2,trained4,5.896,0.1965,1.86,0.0,0.2903,ma_zerophase,5,,0.0092,4.756
2026-08-31 14:48:07,clean,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,3.1e-05,0.0,99.73,100.0,1.75,0.0,0.88,0.0,100.0,3.66,0.61,3.3,1.06,,0.4536,0.4409,0.0,2.02,0.0,99.77,100.0,100.0,31.72,47.2,71.45,0.0,0.0,0.0,0.3272,3.324,4.544,0.1108,cuda,0.6085,0.664,3.661,0.4756,90.94,14.69,0.8137,0.6232,anatomical,0.575,infer,24,1.8,0.2,trained4,5.035,0.1678,0.01,0.0,0.0097,ma_zerophase,5,,0.0091,4.5197
2026-08-31 14:48:37,legacy80,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.065638,0.000957,75.56,97.54,8.9,4.5,2.98,1.16,96.1,4.53,1.38,5.33,1.2,3.71,0.4466,0.4777,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.3929,3.914,4.685,0.1305,cuda,0.6571,0.7093,3.133,0.4756,,,0.8506,0.6676,anatomical,0.575,infer,24,1.8,0.2,trained4,8.571,0.2857,2.23,0.0,0.1441,ma_zerophase,5,,0.0091,4.8349
2026-08-31 14:49:10,transient,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.037644,0.000813,87.07,98.19,9.15,4.95,3.13,1.41,93.7,3.93,0.78,3.59,1.11,3.16,0.5525,0.4886,0.0,8.83,0.0,89.34,100.0,100.0,31.71,47.09,70.74,0.0,0.0,0.02,0.4283,4.254,6.507,0.1418,cuda,0.6488,0.6978,3.318,0.4756,89.77,13.64,0.8322,0.6516,anatomical,0.575,infer,24,1.8,0.2,trained4,7.626,0.2542,1.83,0.0,0.0683,ma_zerophase,5,,0.0095,4.8799
2026-08-31 14:49:51,persistent,tfm_declip_cov_MSEOnly_1.2_anat,1.0,0.3,100,306,0.197823,0.000257,23.78,98.82,9.09,2.9,3.23,1.12,99.5,3.87,0.99,3.97,1.26,3.06,0.5042,0.4576,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.3978,5.543,15.464,0.1848,cuda,0.6534,0.7079,3.216,0.4756,,,0.8399,0.6625,anatomical,0.575,infer,24,1.8,0.2,trained4,6.684,0.2228,0.64,0.0,0.1694,ma_zerophase,5,,0.0112,4.8492
2026-08-31 14:50:35,clean,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,3.1e-05,0.0,99.73,99.99,1.75,0.31,0.88,0.31,98.6,3.46,0.52,3.23,1.04,,0.4536,0.4381,0.0,2.02,0.0,99.77,100.0,100.0,32.62,49.23,73.09,0.0,0.0,0.01,0.324,4.681,12.29,0.156,cuda,0.6196,0.6786,3.457,0.4756,92.35,28.49,0.8282,0.6389,anatomical,0.575,infer,24,1.8,0.2,trained4,6.102,0.2034,0.0,0.0,0.0,ma_zerophase,5,,0.0109,4.4062
2026-08-31 14:51:13,legacy80,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.065638,0.000767,75.56,96.99,8.9,3.97,2.98,0.85,96.5,4.4,1.32,5.35,1.05,3.67,0.4466,0.4771,0.0,8.87,0.0,83.15,100.0,100.0,,,,,,,0.3762,4.565,10.914,0.1522,cuda,0.684,0.7389,2.856,0.4756,,,0.8661,0.6954,anatomical,0.575,infer,24,1.8,0.2,trained4,11.269,0.3756,2.18,0.0,0.1269,ma_zerophase,5,,0.0116,4.7077
2026-08-31 14:51:52,transient,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.037644,0.001049,87.07,97.84,9.15,5.12,3.13,1.41,92.5,3.74,0.69,3.52,1.08,3.11,0.5525,0.4854,0.0,8.83,0.0,89.34,100.0,100.0,32.44,49.06,72.28,0.0,0.0,0.04,0.4245,4.97,15.912,0.1657,cuda,0.6585,0.71,3.156,0.4756,90.88,23.29,0.8443,0.6648,anatomical,0.575,infer,24,1.8,0.2,trained4,9.242,0.3081,1.8,0.0,0.0796,ma_zerophase,5,,0.0115,4.7301
2026-08-31 14:52:31,persistent,tfm_declip_cov_MSEOnly_1.3_anat,1.0,0.3,100,306,0.197823,0.000363,23.78,98.17,9.09,3.71,3.23,1.05,99.2,3.67,0.91,3.92,1.22,3.04,0.5042,0.4543,0.0,8.92,0.0,23.65,100.0,100.0,,,,,,,0.3908,9.088,24.705,0.3029,cuda,0.6643,0.7202,3.069,0.4756,,,0.8505,0.6752,anatomical,0.575,infer,24,1.8,0.2,trained4,6.219,0.2073,0.89,0.0,0.1556,ma_zerophase,5,,0.011,4.6033
